disturbed?,coastal?,classification,population,ID,leaf_weight_g,leaf_area,lflength,SLA,avg_fruit_length,plant_height,# flowers,# fruits,reproductive_effort,E_cicutarium,E_brachycarpum,E. malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass ,forb,shrub,total,soil_wet_weight,soil_dry_weight,soil_water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S
undisturbed,inland,reserve - desert,Illapel,Il21,0.00219,38.548,,17601.82648,2.40,1.50,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.15,452,,,2.8,86.2,30.9,40.6,7.8,226.7,382.8,2559.0,15.7,,0.0,16.6,3.5,19.0,77.1,0.0,0.4,5.5
undisturbed,inland,reserve - desert,Illapel,Il3,0.00561,55.461,18.453,9886.096257,1.40,2.00,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,455,,,2.1,72.4,40.5,18.4,7.8,133.0,79.9,3001.0,12.7,,0.0,16.0,2.1,4.1,93.4,0.0,0.3,0.9
undisturbed,inland,reserve - desert,Illapel,Il4,0.00512,60.405,19.946,11797.85156,2.20,2.30,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,407,,,1.2,53.0,12.0,8.9,7.8,50.8,38.3,1411.0,6.4,,0.0,7.5,1.7,4.2,93.7,0.0,0.4,1.7
undisturbed,inland,reserve - desert,Illapel,Il5,0.0016,31.596,11.902,19747.5,3.00,3.10,1,1,2,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,362,,,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Illapel,Il6,0.00201,29.404,10.955,14628.85572,,2.40,1,1,2,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,475,,,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Illapel,Il7,0.00345,37.195,18.531,10781.15942,2.90,3.10,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535,,,1.5,59.8,16.0,10.3,8.0,114.0,73.1,4428.0,15.4,,0.0,23.1,1.3,2.6,95.8,0.0,0.3,2.4
disturbed,inland,reserve - desert,Illapel,Il8,0.00403,42.392,18.57,10519.1067,2.30,2.90,8,3,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549,,,1.8,65.2,16.6,24.8,8.0,348.9,307.9,2150.0,20.8,,0.0,14.2,6.3,17.8,75.3,0.0,0.6,3.0
disturbed,inland,reserve - desert,Illapel,Il9,0.00119,17.185,15.603,14441.17647,2.20,1.80,0,1,1,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,508,,,1.3,56.0,20.7,14.4,7.3,353.8,285.7,2126.0,15.5,,0.0,13.9,6.5,16.9,76.2,0.0,0.5,4.8
disturbed,inland,reserve - grassland,Rosita's house,JS1,0.00315,58.493,,18569.20635,2.10,5.00,2,5,7,0.05,0.50,0.00,0.00,0.00,0.50,0.55,0.00,0.00,0.00,0.55,183,171,12,5.4,138.0,26.8,10.9,5.6,86.4,30.2,1436.0,15.5,6.7,2.4,10.1,2.2,2.5,71.2,23.5,0.7,8.6
disturbed,inland,reserve - grassland,Rosita's house,JS10,,47.613,,,3.10,3.60,1,2,3,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.40,0.00,0.60,157,147,10,4.8,126.6,6.1,22.6,5.7,228.4,70.0,2271.0,12.1,6.6,3.3,15.9,3.7,3.6,71.4,21.0,0.3,11.9
undisturbed,inland,reserve - grassland,Rosita's house,JS11,0.00585,98.239,,16792.99145,2.90,4.70,5,5,10,0.20,0.10,0.00,0.00,0.00,0.10,0.30,0.00,0.10,0.00,0.40,138,131,7,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Rosita's house,JS12,0.00838,152.291,,18173.15036,3.28,9.10,15,15,30,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.30,0.20,0.00,0.70,152,145,7,4.1,112.6,6.3,16.3,5.7,298.0,66.5,2495.0,18.0,6.6,3.7,17.5,4.4,3.1,71.1,21.0,0.4,8.3
disturbed,inland,reserve - grassland,Rosita's house,JS13,0.00488,102.554,,21015.16393,2.53,7.70,4,10,14,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.20,0.00,0.55,156,150,6,5.5,140.4,6.2,18.4,6.0,113.0,91.0,891.0,13.0,6.9,1.0,6.5,4.4,11.5,68.2,15.0,0.9,5.0
disturbed,inland,reserve - grassland,Rosita's house,JS14,0.0028,52.917,,18898.92857,2.83,5.20,4,10,14,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.40,0.00,0.65,162,155,7,3.4,98.8,76.1,28.9,5.9,51.4,34.0,1279.0,15.3,6.8,1.4,8.3,1.6,3.4,77.2,17.0,0.8,6.3
disturbed,inland,reserve - grassland,Rosita's house,JS15,0.00125,23.306,,18644.8,2.85,4.80,0,3,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.30,0.00,0.45,130,127,3,4.5,119.2,4.0,8.2,6.0,140.1,39.6,1745.0,17.6,6.8,1.7,11.1,3.2,2.9,78.2,15.0,0.7,8.8
disturbed,inland,reserve - grassland,Rosita's house,JS16,0.00189,49.43,,26153.43915,2.80,7.00,1,4,5,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.20,0.00,0.60,170,159,11,4.9,127.4,6.2,8.1,6.1,46.7,23.3,1399.0,10.1,6.9,1.2,8.5,1.4,2.2,81.8,14.0,0.5,3.9
disturbed,inland,reserve - grassland,Rosita's house,JS17,0.00695,123.228,,17730.64748,3.43,6.30,4,7,11,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.30,0.00,0.50,201,191,10,3.3,96.8,4.1,4.8,6.1,112.7,49.8,387.1,22.9,7.0,0.4,3.2,9.1,12.9,60.9,14.0,3.1,8.3
disturbed,inland,reserve - grassland,Rosita's house,JS18,0.00933,182.795,,19592.17578,3.05,6.00,6,13,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.30,0.00,0.35,153,145,8,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Rosita's house,JS19,0.01002,145.45,,14515.96806,2.73,5.80,9,8,17,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.20,0.00,0.55,146,140,6,3.3,95.8,2.1,8.4,5.9,169.6,89.6,518.0,40.4,6.9,0.8,4.7,9.2,15.6,54.6,17.0,3.7,6.8
disturbed,inland,reserve - grassland,Rosita's house,JS2,0.00223,48.925,,21939.46188,3.30,6.60,1,8,9,0.00,0.20,0.00,0.00,0.00,0.20,0.20,0.30,0.20,0.00,0.70,141,133,8,3.9,107.8,70.3,16.8,5.9,149.6,50.6,1880.0,14.0,6.7,2.1,12.3,3.1,3.4,76.0,17.0,0.5,4.6
disturbed,inland,reserve - grassland,Rosita's house,JS20,0.00799,133.08,,16655.81977,3.05,4.80,2,4,6,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.20,0.00,0.50,171,162,9,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Rosita's house,JS3,0.00329,54.961,,16705.47112,3.07,6.40,4,5,9,0.10,0.15,0.00,0.00,0.00,0.15,0.25,0.15,0.00,0.00,0.40,140,132,8,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Rosita's house,JS4,0.00667,136.86,,20518.74063,3.35,4.30,1,3,4,0.10,0.15,0.00,0.00,0.00,0.15,0.25,0.40,0.15,0.00,0.80,147,137,10,4.3,116.6,0.2,4.0,5.7,114.9,45.4,2004.0,12.4,6.7,2.8,13.6,2.2,2.8,73.7,21.0,0.4,7.6
disturbed,inland,reserve - grassland,Rosita's house,JS5,0.00687,128.958,,18771.17904,2.37,4.00,5,4,9,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.20,0.10,0.00,0.50,124,119,5,4.0,109.4,6.0,8.4,6.1,134.8,51.9,2328.0,14.6,6.7,2.0,14.5,2.4,2.9,80.2,14.0,0.4,9.1
disturbed,inland,reserve - grassland,Rosita's house,JS6,0.0023,,,,2.90,5.20,1,2,3,0.05,0.10,0.00,0.00,0.00,0.10,0.15,0.10,0.10,0.00,0.35,110,106,4,3.8,106.6,4.5,12.1,5.9,123.6,43.2,2079.0,12.3,6.7,2.3,13.4,2.4,2.7,77.6,17.0,0.4,6.3
disturbed,inland,reserve - grassland,Rosita's house,JS7,0.00519,50.453,,9721.194605,3.45,4.50,3,3,6,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.40,0.00,0.60,122,118,4,3.8,106.8,36.0,19.0,5.9,88.1,37.0,1828.0,12.6,6.7,2.0,11.7,1.9,2.6,78.0,17.0,0.5,5.8
undisturbed,inland,reserve - grassland,Rosita's house,JS8,0.00291,136.269,,46827.83505,2.80,8.20,2,3,5,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.10,0.00,0.70,132,124,8,5.5,140.6,8.5,18.6,6.0,143.5,63.6,2432.0,19.4,6.7,2.3,15.4,2.4,3.4,78.7,15.0,0.5,7.2
undisturbed,inland,reserve - grassland,Rosita's house,JS9,0.00506,90.599,,17904.94071,2.80,5.10,3,4,7,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.00,0.50,0.00,0.70,X,149,,,,,,,,,,,,,,,,,,,
undisturbed,inland,agricultural,Kearney,Kny1,0.01325,220.1,36.2,16611.32075,3.566666667,6.2,12,17,29,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.10,0.00,0.60,299.09,300.67,-1.58,,,,,,,,,,,,,,,,,,
undisturbed,inland,agricultural,Kearney,Kny10,0.00877,167.4,30.7,19087.79932,3.966666667,7.4,13,28,41,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.00,0.60,264.25,262.79,1.46,0.6,42.6,36.0,22.0,7.1,42.1,15.4,209.2,11.9,,0.0,1.3,8.1,9.5,78.5,0.0,3.9,4.6
undisturbed,inland,agricultural,Kearney,Kny11,0.04116,726.9,126.4,17660.34985,4.133333333,39.7,293,183,476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,255.39,253.15,2.24,0.4,38.0,42.0,22.9,7.1,176.0,44.7,313.3,18.5,,0.0,2.5,18.3,14.9,63.5,0.0,3.3,2.8
undisturbed,inland,agricultural,Kearney,Kny12,0.00568,119.8,25.7,21091.5493,3.866666667,7.6,12,22,34,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.10,0.00,0.25,274.59,275.34,-0.75,0.7,44.0,24.3,18.5,7.1,84.1,76.3,521.4,12.9,,0.0,3.5,6.1,17.9,74.3,0.0,1.6,2.2
disturbed,inland,agricultural,Kearney,Kny13,0.00295,51.8,17.2,17559.32203,3.8,4.2,6,6,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,319.3,319.35,-0.05,0.3,36.8,30.9,36.2,7.2,333.8,24.6,216.1,41.6,,0.0,2.3,36.9,8.7,46.6,0.0,7.8,4.2
disturbed,inland,agricultural,Kearney,Kny14,0.00363,73.8,20.7,20330.57851,3.533333333,4.1,2,3,5,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.20,0.05,0.00,0.55,319.69,319.86,-0.17,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Kearney,Kny15,0.01301,210.7,37.8,16195.23444,4.133333333,11.6,30,35,65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,329.51,329.11,0.4,0.4,38.8,30.1,24.5,7.3,445.9,33.2,231.9,37.0,,0.0,2.7,41.7,10.0,42.4,0.0,5.9,5.4
disturbed,inland,agricultural,Kearney,Kny16,0.00257,42.3,22.9,16459.14397,3.2,3.7,5,2,7,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.30,0.00,0.50,341.19,339.24,1.95,0.5,40.2,35.0,30.0,7.4,64.0,57.0,342.0,32.0,,0.0,2.5,6.6,18.9,68.9,0.0,5.6,3.6
disturbed,inland,agricultural,Kearney,Kny17,0.00296,49.8,13.9,16824.32432,3.233333333,3.2,8,5,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.20,296.82,292.7,4.12,0.2,33.8,98.8,26.4,7.5,73.0,46.0,295.0,27.0,,0.0,2.2,8.7,17.6,68.3,0.0,5.5,6.5
disturbed,inland,agricultural,Kearney,Kny18,0.00331,57.4,18.3,17341.38973,3.1,2.8,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.00,0.25,311.56,308.57,2.99,0.3,35.0,36.6,40.0,7.2,62.0,32.0,195.0,17.0,,0.0,1.5,10.8,17.9,66.3,0.0,5.0,7.1
disturbed,inland,agricultural,Kearney,Kny19,0.00142,41.5,24.0,29225.35211,3.1,2.8,1,1,2,0.45,0.00,0.00,0.00,0.00,0.00,0.45,0.05,0.40,0.00,0.90,269.65,265.65,4,0.4,38.0,38.9,18.8,7.0,57.0,24.0,196.0,18.0,,0.0,1.4,10.4,14.1,69.9,0.0,5.6,2.0
disturbed,inland,agricultural,Kearney,Kny2,0.01522,200.7,41.2,13186.59658,3.566666667,8.7,32,23,55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.10,356.7,347.2,9.5,0.6,42.0,34.0,28.7,7.4,75.2,68.5,448.7,15.0,,0.0,3.1,6.3,18.4,73.2,0.0,2.1,6.4
disturbed,inland,agricultural,Kearney,Kny20,0.00154,31.4,12.5,20389.61039,2.4,2.6,1,1,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.00,0.00,0.15,277.49,272.11,5.38,0.5,40.0,38.0,12.9,7.3,105.6,57.3,479.2,23.2,,0.0,3.2,8.4,14.6,74.0,0.0,3.1,8.4
disturbed,inland,agricultural,Kearney,Kny3,0.00735,133.1,30.6,18108.84354,3.933333333,6.6,10,15,25,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.05,0.10,0.00,0.25,328.55,326.53,2.02,,,,,,,,,,,,,,,,,,
undisturbed,inland,agricultural,Kearney,Kny4,0.0047,121.2,33.1,25787.23404,3.7,7,8,10,18,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.10,0.60,0.00,0.90,295.38,293.09,2.29,,,,,,,,,,,,,,,,,,
undisturbed,inland,agricultural,Kearney,Kny5,0.01151,231,44.8,20069.50478,3.866666667,8.8,18,21,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,240.05,238.16,1.89,,,,,,,,,,,,,,,,,,
undisturbed,inland,agricultural,Kearney,Kny6,0.00331,62,20.1,18731.11782,3.633333333,3.8,6,5,11,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.05,0.00,0.20,348.16,344.84,3.32,0.6,42.8,44.4,74.8,7.6,55.8,51.4,315.7,7.9,,0.0,2.2,6.6,19.4,72.4,0.0,1.6,5.2
undisturbed,inland,agricultural,Kearney,Kny7,0.00769,138,46.0,17945.38362,3.45,7.7,4,2,6,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.00,0.05,0.00,0.45,250.88,251.28,-0.4,0.6,42.0,36.3,16.1,6.9,94.2,51.6,437.5,9.0,,0.0,2.9,8.2,14.5,74.5,1.5,1.3,3.3
disturbed,inland,agricultural,Kearney,Kny8,0.0061,102.1,21.4,16737.70492,3.533333333,6.3,23,29,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,324.77,321.9,2.87,0.4,38.8,62.3,46.1,6.9,175.1,54.4,568.8,39.9,,0.1,4.0,11.3,11.3,71.6,1.5,4.4,5.8
undisturbed,inland,agricultural,Kearney,Kny9,0.04194,893.5,120.5,21304.24416,4.166666667,31.4,87,88,175,0.40,0.00,0.00,0.00,0.60,0.60,1.00,0.00,0.00,0.00,1.00,244.51,243.63,0.88,0.8,46.8,39.0,31.0,7.1,244.0,56.7,570.5,30.3,,0.0,4.1,15.3,11.5,70.0,0.0,3.2,7.4
undisturbed,coastal,roadside,Los Choros,LC1,0.00915,75.457,,8246.666667,3.10,3.30,6,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354,355,,0.8,46.6,32.9,20.0,8.2,57.4,84.0,1290.0,67.1,,0.0,7.6,1.9,9.1,85.1,0.0,3.9,15.6
undisturbed,coastal,roadside,Los Choros,LC10,0.01132,90.08,,7957.597173,3.00,4.60,4,16,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,801,795,,0.6,41.2,98.1,20.7,8.0,134.1,147.3,1770.0,107.7,,0.0,10.9,3.2,11.2,81.4,0.0,4.3,16.2
undisturbed,coastal,roadside,Los Choros,LC11,0.00639,65.625,,10269.95305,3.48,4.20,7,18,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,761,758,,0.7,43.8,50.7,28.6,7.9,108.6,133.9,1620.0,54.6,,0.0,9.7,2.9,11.4,83.3,0.0,2.4,7.3
undisturbed,coastal,roadside,Los Choros,LC12,0.01175,93.038,,7918.12766,3.30,4.70,4,21,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702,699,,0.7,44.4,90.2,54.1,8.0,276.1,222.5,2103.0,80.8,,0.0,13.4,5.3,13.7,78.4,0.0,2.6,15.9
undisturbed,coastal,roadside,Los Choros,LC13,0.00388,47.502,,12242.78351,2.93,4.50,9,17,26,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.20,859,856,,1.9,68.4,136.7,46.4,8.0,296.1,328.5,2734.0,233.6,,0.0,18.1,4.2,14.9,75.3,0.0,5.6,89.9
undisturbed,coastal,roadside,Los Choros,LC14,0.00641,61.56,,9603.74415,3.68,5.00,9,10,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,1015,1010,,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Los Choros,LC15,0.01333,142.668,,10702.77569,3.24,5.60,6,21,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,870,867,,0.2,33.4,38.1,28.6,8.1,129.0,131.7,1770.0,211.9,,0.0,11.2,3.0,9.7,79.1,0.0,8.3,20.3
disturbed,coastal,roadside,Los Choros,LC16,0.00645,73.926,,11461.39535,2.63,4.50,0,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953,952,,,,,,,,,,,,,,,,,,,
undisturbed,coastal,roadside,Los Choros,LC17,0.01917,191.552,,9992.279604,2.63,4.80,7,5,12,0.35,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.35,986,987,,0.4,37.4,28.9,20.1,8.1,115.9,142.1,2039.0,120.6,,0.0,12.2,2.4,9.6,83.6,0.0,4.3,20.3
undisturbed,coastal,roadside,Los Choros,LC18,0.00933,83.032,,8899.464094,3.00,3.50,5,6,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,1109,1110,,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Los Choros,LC19,0.01059,79.397,,7497.355996,2.54,2.00,0,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1074,1073,,0.1,32.4,20.5,12.1,8.2,96.0,93.3,1377.0,67.6,,0.0,8.2,3.0,9.4,84.0,0.0,3.6,11.6
undisturbed,coastal,roadside,Los Choros,LC2,0.00591,92.507,,15652.62267,3.27,2.80,3,8,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581,580,,0.3,36.6,32.1,26.3,7.8,49.7,61.0,857.5,41.3,,0.0,5.1,2.5,9.9,84.1,0.0,3.5,9.5
undisturbed,coastal,roadside,Los Choros,LC20,0.01216,112.889,,9283.634868,2.95,2.40,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1113,1116,,0.3,36.4,20.3,14.0,8.0,97.6,80.5,1180.0,83.2,,0.0,7.2,3.5,9.2,82.2,0.0,5.1,6.6
undisturbed,coastal,roadside,Los Choros,LC3,0.01678,174.658,,10408.70083,3.00,9.20,7,17,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,663,662,,0.2,34.2,16.7,6.0,7.9,75.2,82.8,957.5,75.4,,0.0,6.0,3.2,11.4,79.9,0.0,5.5,8.7
disturbed,coastal,roadside,Los Choros,LC4,0.00374,57.423,,15353.74332,2.50,2.40,1,6,7,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,722,720,,0.3,36.8,20.1,6.3,8.3,136.3,147.9,1611.0,93.7,,0.0,10.0,3.5,12.1,80.3,0.0,4.1,12.5
disturbed,coastal,roadside,Los Choros,LC5,0.07929,677.259,,8541.5437,3.36,9.60,8,33,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,937,935,,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Los Choros,LC6,0.03123,333.249,,10670.79731,3.66,9.50,5,57,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,915,911,,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Los Choros,LC7,0.00406,52.531,,12938.66995,3.20,4.00,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,685,681,,0.4,37.0,30.1,10.8,8.0,183.2,184.2,2049.0,84.9,,0.0,12.6,3.7,12.0,81.3,0.0,2.9,10.2
disturbed,coastal,roadside,Los Choros,LC8,0.0154,220.53,,14320.12987,2.98,5.80,6,19,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,932,927,,0.5,40.4,36.7,18.1,8.1,269.0,161.8,1673.0,238.6,,0.0,11.4,6.0,11.7,73.2,0.0,9.1,19.9
disturbed,coastal,roadside,Los Choros,LC9,0.00673,58.995,,8765.973254,3.20,4.10,0,20,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,978,974,,0.4,38.0,98.8,22.4,8.0,106.1,139.4,1729.0,93.2,,0.0,10.5,2.6,11.0,82.6,0.0,3.9,10.4
disturbed,inland,reserve - grassland,Lindcove,Lind1,0.008,114.1,24.4,14262.5,3.666666667,4.2,2,4,6,0.00,0.10,0.00,0.00,0.00,0.10,0.10,0.05,0.00,0.00,0.15,265.91,260.32,5.59,1.5,59.8,16.6,4.0,6.8,68.6,346.6,2513.0,24.7,,0.5,16.2,1.1,17.6,77.6,3.0,0.7,4.2
disturbed,inland,reserve - grassland,Lindcove,Lind10,,,,,3.4,4.1,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.05,0.00,0.30,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332.0,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14.0,0.7,4.2
undisturbed,inland,reserve - grassland,Lindcove,Lind11,0.0018,59.4,23.3,33000,4,2.1,0,1,1,0.10,0.05,0.00,0.00,0.00,0.05,0.15,0.00,0.05,0.00,0.20,341.61,335.25,6.36,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Lindcove,Lind12,0.00351,116.6,25.1,33219.37322,3.95,8.9,1,3,4,0.30,0.20,0.00,0.00,0.00,0.20,0.50,0.00,0.10,0.00,0.60,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091.0,17.2,,0.9,14.3,1.4,19.1,73.0,6.0,0.5,5.5
disturbed,inland,reserve - grassland,Lindcove,Lind13,0.00156,39.7,20.2,25448.71795,4,5.9,0,1,1,0.15,0.05,0.00,0.00,0.00,0.05,0.20,0.05,0.15,0.00,0.40,299.1,293.24,5.86,1.2,53.6,10.1,6.2,6.9,45.0,196.7,1236.0,16.3,,0.1,8.1,1.4,20.0,76.2,1.5,0.9,3.7
disturbed,inland,reserve - grassland,Lindcove,Lind14,0.00416,144,39.9,34615.38462,3.5,8.6,1,3,4,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.90,0.05,0.00,1.00,309.74,305.19,4.55,1.4,58.2,12.0,8.0,6.8,67.4,326.7,2103.0,19.1,,0.4,13.9,1.2,19.4,75.8,3.0,0.6,3.9
disturbed,inland,reserve - grassland,Lindcove,Lind15,0.00125,57.7,16.2,46160,3.6,5.2,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.30,0.00,0.60,232.07,225.81,6.26,1.1,52.0,6.4,4.4,6.4,34.7,214.4,1342.0,16.8,6.9,0.9,9.5,0.9,18.6,70.7,9.0,0.8,7.7
disturbed,inland,reserve - grassland,Lindcove,Lind16,0.00206,61,18.8,29611.65049,4,7.7,2,1,3,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.00,0.00,0.40,199.86,195.38,4.48,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Lindcove,Lind17,0.00405,143.6,38.8,35456.79012,3.3,7,1,2,3,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.00,0.30,231.01,226.76,4.25,1.0,50.4,6.4,2.7,6.3,34.7,230.4,1337.0,16.3,6.9,1.0,9.7,0.9,19.4,68.4,10.5,0.7,3.8
disturbed,inland,reserve - grassland,Lindcove,Lind18,0.00493,126.3,35.2,25618.66126,3.75,6.1,1,3,4,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.50,0.00,0.70,239.86,223.03,16.83,4.1,111.4,10.0,6.6,6.8,64.1,998.2,4484.0,26.1,,1.0,31.8,0.5,25.8,70.3,3.0,0.4,5.1
disturbed,inland,reserve - grassland,Lindcove,Lind19,0.00459,110.2,29.6,24008.7146,3.9,5.3,4,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.60,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029.0,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9.0,0.6,4.9
disturbed,inland,reserve - grassland,Lindcove,Lind2,0.00368,99.3,30.2,26983.69565,3.9,5,1,1,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.20,0.00,0.30,159.13,154.57,4.56,1.4,57.6,28.3,18.9,6.6,43.2,142.9,1030.0,17.5,,0.4,6.9,1.6,17.0,74.3,6.0,1.1,9.3
disturbed,inland,reserve - grassland,Lindcove,Lind20,0.0004,11.8,6.9,29500,3.4,,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,290.05,289.21,0.84,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Lindcove,Lind3,0.00085,29.5,12.1,34705.88235,3.8,3,0,1,1,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.00,0.30,0.00,0.40,195.57,194.71,0.86,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Lindcove,Lind4,0.00249,59.6,22.7,23935.74297,4,4.6,2,1,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.05,%,0.20,356.76,353.01,3.75,1.4,58.8,15.0,10.0,6.7,43.4,273.4,1613.0,19.8,,0.5,11.0,1.0,20.5,73.2,4.5,0.8,3.4
